UniProt ID	Gene	pLDDT	UniProt Annotation	Swiss-Prot	UniProt	AlphaFold-Proteomes	Most frequent hit	Most frequent hit n
A8BKE6	GL50803_3993	76.15	Polyadenylate-binding protein	Nuclear localization sequence-binding protein	Unplaced genomic scaffold scaffold_219, whole genome shotgun sequence	Nuclear localization sequence-binding protein	RRM domain-containing protein	420
A8BK27	GL50803_7825	53.74	Uncharacterized protein	Katanin p60 ATPase-containing subunit A1	Katanin p60 ATPase-containing subunit A1	Katanin p60 ATPase-containing subunit A1	MIT domain-containing protein	128
A8BJT1	GL50803_5375	83.81	Kinase, NEK	Probable serine/threonine-protein kinase nek2	Kinase-like protein	LD04361p	Non-specific serine/threonine protein kinase	323
A8BJV0	GL50803_28657	86.22	Tetratricopeptide repeat-containing protein	Translocon at the outer membrane of chloroplasts 64	Tetratricopeptide repeat protein	Protein unc-45 homolog B	Tetratricopeptide repeat protein	173
A8BK56	GL50803_10573	78.85	Ankyrin repeat protein 1	Ankyrin repeat domain-containing protein 6	ELKS	Ankyrin repeat domain-containing protein 6	Ankyrin_rpt-contain_dom domain-containing protein	69
A8BJW0	GL50803_14796	46.07	RING-type domain-containing protein	None	J domain-containing protein	None	Peptidase_M23 domain-containing protein	4
A8BK77	GL50803_17326	86.08	Na+ driven multidrug efflux pump	Probable multidrug resistance protein NorM	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps	MATE efflux family protein	Protein DETOXIFICATION	217
A8BJR2	GL50803_17005	49.55	Protein 21.6	None	None	None	None	0
A8BK79	GL50803_17327	85.75	Xaa-Pro dipeptidase	Xaa-Pro dipeptidase	PEPD dipeptidase	AMP_N domain-containing protein	Aminopeptidase P family protein	227
A8BK73	GL50803_17325	69.6	Pumilio-family RNA-binding protein	mRNA-binding protein PUF2	PUM-HD domain-containing protein	Pumilio homolog 12	PUM-HD domain-containing protein	34
A8BK50	GL50803_10570	76.71	peptidylprolyl isomerase	Peptidyl-prolyl cis-trans isomerase FKBP15-3	Peptidylprolyl isomerase	Peptidyl-prolyl cis-trans isomerase FKBP15-3	Peptidylprolyl isomerase	708
A8BK85	GL50803_17329	60.15	RING-type zinc-finger domain-containing protein	None	Transcription elongation factor SPT5	RING-type domain-containing protein	Transcription elongation factor SPT5	2
A8BKC8	GL50803_4653	86.3	Serpin 1	Alpha-1-antichymotrypsin	SERPIN domain-containing protein	Serpin 43Aa	SERPIN domain-containing protein	340
A8BK10	GL50803_117436	82	Ankyrin repeat protein 1	Ankyrin repeat family A protein 2	Ankyrin repeat protein 1	Ankyrin repeat, family A (RFXANK-like), 2	Ankyrin repeat protein 1	237
A8BJN9	GL50803_3589	83.24	Ribosome biogenesis protein Brix	Ribosome biogenesis protein brx1	Brix-domain-containing protein	Ribosome biogenesis protein brx1	Brix domain-containing protein	357
A8BKE5	GL50803_3994	81.63	Ubiquitin fusion degradation protein 1	Ubiquitin recognition factor in ER-associated degradation protein 1	Protein midA homolog	Ubiquitin recognition factor in ER-associated degradation protein 1	Aspartate 1-decarboxylase	175
A8BKX5	GL50803_8382	93.11	Short-chain dehydrogenase	Dehydrogenase/reductase SDR family member 7B	Ketoacyl reductase	Short chain dehydrogenase family protein	SDR family oxidoreductase	110
A8BKF4	GL50803_103540	60.06	Uncharacterized protein	Cytoplasmic dynein 1 light intermediate chain 2	Cytoplasmic dynein 2 light intermediate chain 1	Cytoplasmic dynein 2 light intermediate chain 1	Dynein light intermediate chain	161
A8BKV6	GL50803_113610	86.21	GlcNAc-PI synthesis protein	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A	Glycosyltransferase family 4 protein	GlcNAc-PI synthesis protein	Glycogen synthase	348
A8BKX9	GL50803_10217	92.87	Cathepsin B	Cathepsin B-like CP1	Cathepsin B	Pept_C1 domain-containing protein	Pept_C1 domain-containing protein	268
A8BKM0	GL50803_13528	81.44	Sec1 family protein	Vacuolar protein-sorting-associated protein 33 homolog	Sec1 family protein	Vacuolar protein-sorting-associated protein 33 homolog	Vacuolar protein sorting-associated protein 33A	50
A8BKM1	GL50803_17347	79.8	Regulatory subunit of cAMP-dependent protein kinase	Ropporin-1B	Regulatory subunit of cAMP-dependent protein kinase	Ropporin-1B	Calmodulin	31
A8BKJ1	GL50803_5939	86.72	Ceramide synthetase	ASC1-like protein 3	TLC domain-containing protein	ASC1-like protein	TLC domain-containing protein	357
A8BKJ5	GL50803_14069	61.12	C2HC-type zinc-finger domain-containing protein	None	zinc finger C2HC domain-containing protein 1C	None	zinc finger C2HC domain-containing protein 1C	1
A8BKL5	GL50803_4063	68.28	Nuclear LIM interactor-interacting factor 1	Phosphatase Herzog	Predicted protein	FCP1 homology domain-containing protein	FCP1 homology domain-containing protein	21
A8BKG7	GL50803_23420	94.95	Diphosphomevalonate decarboxylase	Diphosphomevalonate decarboxylase	Diphosphomevalonate decarboxylase	Diphosphomevalonate decarboxylase	Diphosphomevalonate decarboxylase	648
A8BKM5	GL50803_112210	48.93	Uncharacterized protein	None	None	None	None	0
A8BKY4	GL50803_16931	30.13	Uncharacterized protein	None	None	None	None	0
A8BKI2	GL50803_13133	57.5	Spindle pole protein	None	None	None	None	0
A8BKH3	GL50803_17340	49.71	Uncharacterized protein	Dual specificity mitogen-activated protein kinase kinase sek-1	Protein kinase domain-containing protein	Non-specific serine/threonine protein kinase	Protein kinase domain-containing protein	80
A8BKJ9	GL50803_14070	60.96	Kinesin family protein GiKIN22	Kinesin-like protein KIF1B	Kinesin-like protein	Kinesin-like protein KIF1B	Kinesin-like protein	640
A8BKW2	GL50803_14691	57.69	Uncharacterized protein	Chromatin modification-related protein YNG2	Protein CBG10225	UBC core domain-containing protein	DUF4124 domain-containing protein	25
A8BKS4	GL50803_4549	86.24	WD40 repeat protein	F-box/WD repeat-containing protein 10	RING-type E3 ubiquitin transferase	F-box/WD repeat-containing protein 10	F-box domain-containing protein	86
A8BKV7	GL50803_8371	33.28	Uncharacterized protein	None	None	None	None	0
A8BL01	GL50803_14471	28.68	Uncharacterized protein	None	None	None	None	0
A8BL00	GL50803_7514	74.79	Kinase, NEK	Serine/threonine-protein kinase Nek2	Protein kinase domain-containing protein	Serine/threonine-protein kinase Nek1	Protein kinase domain-containing protein	421
A8BKH6	GL50803_14014	49.77	Kinase	Serine/threonine-protein kinase Nek6	CHK1 checkpoint homolog	Serine/threonine-protein kinase Nek6	Protein kinase domain-containing protein	464
A8BKK6	GL50803_5949	94.61	Tetratricopeptide repeat protein	Tetratricopeptide repeat protein 1	SGTA_dimer domain-containing protein	Os10g0486900 protein	Tetratricopeptide repeat protein	191
A8BKX1	GL50803_93463	52.18	RNA recognition motif-containing protein	Nucleolysin TIA-1	RRM domain-containing protein	Nucleolysin TIA-1	RRM domain-containing protein	338
A8BKM3	GL50803_17348	62.79	Uncharacterized protein	None	None	None	None	0
A8BKL0	GL50803_5950	92.13	Uncharacterized protein	Peptide chain release factor 2	Serine/threonine-protein kinase DCLK1	Leucine-rich repeat-containing 9	DUF2721 domain-containing protein	18
A8BKI4	GL50803_17342	72.78	Major Facilitator Superfamily protein	Bacillibactin exporter	Predicted arabinose efflux permease, MFS family	Cis,cis-muconate transporter MucK	MFS transporter	310
A8BKU5	GL50803_5890	83.15	Uncharacterized protein	Chaperone protein Skp	Protein transport protein BOS1	Unplaced genomic scaffold supercont1.8, whole genome shotgun sequence	zf-RING_7 domain-containing protein	50
A8BKS6	GL50803_4548	68.68	Pumilio-family RNA-binding protein	mRNA-binding protein PUF2	PUM-HD domain-containing protein	Unplaced genomic scaffold supercont1.4, whole genome shotgun sequence	PUM-HD domain-containing protein	12
A8BKL8	GL50803_4064	85.17	RIIa domain-containing protein	None	RIIa domain-containing protein	None	RIIa domain-containing protein	1
A8BKU3	GL50803_5892	86.67	Pelo protein	Protein pelota	Pelo protein	Protein pelota homolog	Protein pelota homolog	381
A8BKM6	GL50803_8528	48.92	Uncharacterized protein	None	HGL105Wp	None	HGL105Wp	1
A8BKF5	GL50803_27813	63.6	Ankyrin repeat protein 1	Poly [ADP-ribose] polymerase tankyrase-2	Ankyrin repeat protein 1	Glutaminase	Ankyrin_rpt-contain_dom domain-containing protein	160
A8BKZ9	GL50803_7513	89.36	Nudix hydrolase domain-containing protein	mRNA-decapping enzyme subunit 2	Nudix hydrolase domain-containing protein	Nudix hydrolase domain-containing protein	Nudix hydrolase domain-containing protein	321
A8BKZ4	GL50803_14469	87.8	R-SNARE 3	None	Synaptobrevin-like protein	None	Histidine kinase	11
A8BKW6	GL50803_16929	74.73	PCI domain-containing protein	26S proteasome non-ATPase regulatory subunit 12	26S proteasome non-ATPase regulatory subunit 12	Os03g0851300 protein	Tetratricopeptide repeat protein	233
A8BKU9	GL50803_16926	63.13	Uncharacterized protein	None	Ubiquitous surface protein A2	None	Ubiquitous surface protein A2	1
A8BKZ1	GL50803_16433	80.57	Amino acid permease	Polyamine transporter PUT1	APC family permease	Polyamine transporter RMV1	Amino acid permease	107
A8BKV2	GL50803_14054	29.86	Uncharacterized protein	None	None	None	None	0
A8BKJ0	GL50803_5938	59.35	Myb 1-like protein	Transcription factor MYB54	Myb 1-like protein	Myb domain protein 69	Myb-like DNA-binding domain containing protein	9
A8BKZ7	GL50803_7512	93.44	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PHS1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	717
A8BKV3	GL50803_5883	69.48	Chromosome segregation protein SMC	None	Glutamate receptor 2C	None	Biotin_lipoyl_2 domain-containing protein	2
A8BKW0	GL50803_16928	72.93	Palmitoyltransferase	Palmitoyltransferase PFA4	Palmitoyltransferase	S-acyltransferase	Palmitoyltransferase	1005
A8BKJ8	GL50803_5942	79.42	Polyadenylate-binding protein	Polyadenylate-binding protein, cytoplasmic and nuclear	Polyadenylate-binding protein	Polyadenylate-binding protein	RRM domain-containing protein	192
A8BKX2	GL50803_8381	34.48	PHD zinc finger domain-containing protein	None	HDC14735	None	HDC14735	1
A8BKV1	GL50803_14055	39.36	FHA domain-containing protein	None	FHA domain containing protein	RING-type E3 ubiquitin transferase	FHA domain-containing protein	11
A8BKK5	GL50803_5947	70.79	Ribosomal protein L35a	50S ribosomal protein L35Ae	Ribosomal protein L35a	60S ribosomal protein L35a-1	ATP synthase subunit alpha	287
A8BKS8	GL50803_4547	89.06	Ribosomal protein S9	40S ribosomal protein S9	40S ribosomal protein S9	40S ribosomal protein S9	30S ribosomal protein S4	1076
A8BKH4	GL50803_5710	41.73	Uncharacterized protein	None	None	None	None	0
A8BKK3	GL50803_17345	74.35	Coatomer subunit zeta	Coatomer subunit zeta-1	Coatomer subunit zeta	Coatomer subunit zeta-1	AP complex subunit sigma	296
A8BLK9	GL50803_14838	63.91	Ankyrin repeat protein 1	Cortactin-binding protein 2	RING-type E3 ubiquitin transferase	ANK_REP_REGION domain-containing protein	Ankyrin_rpt-contain_dom domain-containing protein	17
A8BLE7	GL50803_14117	78.38	Uncharacterized protein	Nucleolar protein 9	Nucleolar protein 9	Nucleolar protein 9	Nucleolar protein 9	250
A8BL06	GL50803_7520	65.89	Chromosome segregation protein SMC	None	Cell wall-associated hydrolase, NlpC family	FERM domain-containing protein	Methyl-accepting chemotaxis protein	124
A8BLC1	GL50803_16285	70.11	Topoisomerase I-related protein	Poly(A) RNA polymerase cid14	PAP-associated domain-containing protein 5	Terminal nucleotidyltransferase 4B	Polynucleotide adenylyltransferase	221
A8BLI8	GL50803_14831	58.07	Variant-specific surface protein VSP4A1	Surface membrane glycoprotein GP46/M-2	VSP	P/Homo B domain-containing protein	Variant-specific surface protein	18
A8BL07	GL50803_7522	85.09	Elongation initiation factor 5C	Protein krasavietz	Eukaryotic initiation factor 5C	Protein krasavietz	W2 domain-containing protein	159
A8BLL7	GL50803_17244	82.41	60S ribosomal protein L7a	60S ribosomal protein L7a	60S ribosomal protein L7a	60S ribosomal protein L7a	60S ribosomal protein L7a	284
A8BLW9	GL50803_6334	82.55	Uncharacterized protein	Cysteine proteinase inhibitor 6	Cystatin	Cystatin domain-containing protein	DUF5590 domain-containing protein	21
A8BLY8	GL50803_7664	56.72	Intraflagellar transport protein IFT46/ FAP32	None	Intraflagellar transport protein 46 homolog	Intraflagellar transport protein 46 homolog	Intraflagellar transport protein 46 homolog	4
A8BLM5	GL50803_24009	76.58	Ankyrin repeat protein 1	Cortactin-binding protein 2	Protein 21.1	Protein binding protein	Ankyrin_rpt-contain_dom domain-containing protein	132
A8BLW4	GL50803_6330	69.13	Uncharacterized protein	UPF0147 protein AF_2370.1	DUF4241 domain-containing protein	None	DUF4241 domain-containing protein	14
A8BLT8	GL50803_14310	78.28	RNA polymerase Rpb4	DNA-directed RNA polymerase III subunit RPC9	RNA polymerase Rpb4	DNA-directed RNA polymerase III subunit RPC9	DNA-directed RNA polymerase III subunit RPC9	515
A8BL69	GL50803_17266	85.08	Uncharacterized protein	None	None	None	None	0
A8BLN7	GL50803_116967	71.96	Uncharacterized protein	None	None	None	None	0
A8BL64	GL50803_9851	77.63	Uncharacterized protein	None	None	None	None	0
A8BLV1	GL50803_14309	75.24	Cyclin	Cyclin-U1-1	Cyclin N-terminal domain-containing protein	CYCLIN domain-containing protein	Cyclin N-terminal domain-containing protein	143
A8BLJ0	GL50803_9003	83.25	High cysteine membrane protein	None	High cysteine protein	Os04g0366000 protein	Variant-specific surface protein	11
A8BLH6	GL50803_2198	86.78	Serine/threonine-protein phosphatase	Serine/threonine-protein phosphatase T	Serine/threonine-protein phosphatase	Serine/threonine-protein phosphatase 5	Serine/threonine-protein phosphatase	403
A8BLX3	GL50803_6336	87.68	Epsilon-tubulin	Tubulin epsilon chain	Tubulin domain-containing protein	Tubulin epsilon chain	Tubulin beta chain	503
A8BLJ4	GL50803_9008	91.65	Aldose reductase	Aldo-keto reductase family 1 member A1	Aldo_ket_red domain-containing protein	Aldo_ket_red domain-containing protein	Aldo_ket_red domain-containing protein	401
A8BLV7	GL50803_14171	50.04	Ribosomal protein L37	60S ribosomal protein L37-A	Ribosomal protein L37	60S ribosomal protein L37-A	Ribosomal protein L37	194
A8BLN2	GL50803_90575	55.39	Kinase	Checkpoint serine/threonine-protein kinase BUB1	Checkpoint serine/threonine-protein kinase	Protein kinase	Non-specific serine/threonine protein kinase	132
A8BLX2	GL50803_6335	82.11	isopentenyl-diphosphate Delta-isomerase	Isopentenyl-diphosphate delta-isomerase 2	Isopentenyl-diphosphate Delta-isomerase	Isopentenyl-diphosphate delta-isomerase 2	Isopentenyl-diphosphate Delta-isomerase	717
A8BLQ0	GL50803_5672	73.72	Centrosomal protein	Centrosomal protein of 76 kDa	Centrosomal protein	Centrosomal protein of 76 kDa	Centrosomal protein of 76 kDa	51
A8BLI1	GL50803_17237	52.29	Uncharacterized protein	None	None	None	None	0
A8BLT2	GL50803_33281	55.47	Uncharacterized protein	None	Chromosome segregation protein SMC	None	Chromosome segregation protein SMC	1
A8BLA8	GL50803_14133	83.22	Ankyrin repeat protein 1	Ankyrin repeat domain-containing protein 35	Protein 21.1	Ankyrin repeat domain 35	Ankyrin repeat protein 1	238
A8BLM7	GL50803_15777	55.67	Uncharacterized protein	None	None	None	None	0
A8BLS1	GL50803_20601	38.17	Uncharacterized protein	None	None	None	None	0
A8BLK6	GL50803_28696	58.26	Uncharacterized protein	None	NUFIP1 domain-containing protein	None	NUFIP1 domain-containing protein	1
A8BL39	GL50803_17261	88.01	Eukaryotic initiation factor 4E	Eukaryotic translation initiation factor 4E-3	Eukaryotic initiation factor 4E	eIF-4F 25 kDa subunit	eIF-4F 25 kDa subunit	183
A8BLM1	GL50803_17246	89.06	ELMO/CED-12 family protein	ELMO domain-containing protein B	ELMO/CED-12 family protein	ELMO domain-containing protein B	ELMO domain-containing protein	413
A8BLR7	GL50803_17385	54.15	Uncharacterized protein	None	None	None	None	0
A8BL74	GL50803_9861	63.42	Uncharacterized protein	Sex-lethal homolog	RRM domain-containing protein	RNA-binding (RRM/RBD/RNP motifs) family protein	RRM domain-containing protein	198
A8BLK0	GL50803_9011	95.33	glycine--tRNA ligase	Glycine--tRNA ligase, mitochondrial 1	Diadenosine tetraphosphate synthetase	Diadenosine tetraphosphate synthetase	Histidine--tRNA ligase	515
A8BLF9	GL50803_14661	68.34	Kinase, CAMK CAMKL	Serine/threonine-protein kinase SIK3	Aurora kinase	Protein kinase domain-containing protein	Non-specific serine/threonine protein kinase	403
A8BLT1	GL50803_6896	59.74	RRM domain-containing protein	Polyadenylate-binding protein 3	RRM domain-containing protein	Serine/arginine-rich splicing factor RS31A	RRM domain-containing protein	22
A8BL25	GL50803_14637	31.71	Uncharacterized protein	None	None	None	None	0
A8BL02	GL50803_28232	89.27	aminoacyl-tRNA hydrolase	Peptidyl-tRNA hydrolase	Aminoacyl-tRNA hydrolase	Aminoacyl-tRNA hydrolase	Aminoacyl-tRNA hydrolase	882
A8BLM2	GL50803_13231	84.19	Calmodulin	Sorcin	Calmodulin	CALmodulin related genes	Calmodulin	174
A8BLK5	GL50803_17241	87.48	Uncharacterized protein	PHO85 cyclin-1	Cyclin N-terminal domain-containing protein	PHO85 cyclin-1	Cyclin N-terminal domain-containing protein	314
A8BLC3	GL50803_113553	83.6	Kinase, NEK	Serine/threonine-protein kinase Nek9	Kinase-like protein	Serine/threonine-protein kinase Nek9	Protein kinase domain-containing protein	362
